dt64,id,river_km_id,datetime,water_perc,ice_perc,other_perc,cloud_perc,nd_perc,qc,source
2017-09-24 17:32:37,40439,232808,2017-09-24T17:32:37,82,16,0,0,2,low quality,Sentinel-1 Sentinel-2
2017-09-25 17:25:22,40516,232808,2017-09-25T17:25:22,90,8,0,0,2,low quality,Sentinel-1 Sentinel-2
2017-09-26 17:16:21,40593,232808,2017-09-26T17:16:21,95,2,0,0,3,low quality,Sentinel-1 Sentinel-2
2017-09-27 17:08:55,40660,232808,2017-09-27T17:08:55,86,11,0,0,3,low quality,Sentinel-1 Sentinel-2
2017-09-30 05:34:39,40712,232808,2017-09-30T05:34:39,82,15,0,0,3,low quality,Sentinel-1
2017-10-01 05:26:59,43590,232808,2017-10-01T05:26:59,91,7,0,0,2,low quality,Sentinel-1
2017-10-02 17:16:59,43667,232808,2017-10-02T17:16:59,94,4,0,0,2,low quality,Sentinel-1 Sentinel-2
2017-10-03 17:08:12,43728,232808,2017-10-03T17:08:12,68,30,0,0,2,low quality,Sentinel-1 Sentinel-2
2017-10-04 10:20:20,43784,232808,2017-10-04T10:20:20,70,9,19,0,2,high quality,Sentinel-1 Sentinel-2
2017-10-06 17:32:37,43861,232808,2017-10-06T17:32:37,78,20,0,0,2,low quality,Sentinel-1 Sentinel-2
2017-10-07 17:25:22,43938,232808,2017-10-07T17:25:22,92,6,0,0,2,low quality,Sentinel-1 Sentinel-2
2017-10-08 17:16:21,44015,232808,2017-10-08T17:16:21,96,3,0,0,1,low quality,Sentinel-1 Sentinel-2
2017-10-09 17:08:55,44092,232808,2017-10-09T17:08:55,59,19,20,0,2,medium quality,Sentinel-1 Sentinel-2
2017-10-09 17:08:55,44160,232808,2017-10-09T17:08:55,59,19,20,0,2,medium quality,Sentinel-1 Sentinel-2
2017-10-12 17:33:28,44237,232808,2017-10-12T17:33:28,83,14,0,0,3,low quality,Sentinel-1 Sentinel-2
2017-10-13 17:24:33,44314,232808,2017-10-13T17:24:33,91,8,0,0,1,low quality,Sentinel-1 Sentinel-2
2017-10-14 17:16:59,44391,232808,2017-10-14T17:16:59,94,1,4,0,1,high quality,Sentinel-1 Sentinel-2
