dt64,id,river_km_id,datetime,water_perc,ice_perc,other_perc,cloud_perc,nd_perc,qc,source
2017-03-25 05:55:37,3616281,377780,2017-03-25T05:55:37,81,18,0,0,1,2,Sentinel-1
2017-03-25 17:10:32,3616282,377780,2017-03-25T17:10:32,95,3,0,0,2,2,Sentinel-1
2017-03-26 17:03:29,3616283,377780,2017-03-26T17:03:29,88,10,0,0,2,2,Sentinel-1 Sentinel-2
2017-03-27 16:54:35,3616284,377780,2017-03-27T16:54:35,0,99,0,0,1,0,Sentinel-1 Sentinel-2
2017-03-30 17:18:41,3616285,377780,2017-03-30T17:18:41,99,0,0,0,1,2,Sentinel-1
2017-03-31 10:30:17,3616286,377780,2017-03-31T10:30:17,98,1,0,0,1,2,Sentinel-1 Sentinel-2
2017-04-01 05:47:20,3616287,377780,2017-04-01T05:47:20,99,0,0,0,1,2,Sentinel-1
2017-04-05 17:19:26,3616288,377780,2017-04-05T17:19:26,99,0,0,0,1,2,Sentinel-1 Sentinel-2
2017-04-06 17:10:32,3616289,377780,2017-04-06T17:10:32,98,1,0,0,1,2,Sentinel-1 Sentinel-2
2017-04-07 05:48:00,3616290,377780,2017-04-07T05:48:00,98,0,0,0,2,2,Sentinel-1
2017-04-11 17:18:41,3616291,377780,2017-04-11T17:18:41,98,0,0,0,2,2,Sentinel-1
2017-04-12 11:06:19,3616292,377780,2017-04-12T11:06:19,78,20,0,0,2,2,Sentinel-1 Sentinel-2
2017-04-13 10:40:21,3616293,377780,2017-04-13T10:40:21,98,0,0,0,2,2,Sentinel-1 Sentinel-2
2017-04-17 17:19:26,3616294,377780,2017-04-17T17:19:26,97,2,0,0,1,2,Sentinel-1
2017-04-18 17:10:34,3616295,377780,2017-04-18T17:10:34,95,4,0,0,1,2,Sentinel-1 Sentinel-2
2017-04-19 05:48:19,3616296,377780,2017-04-19T05:48:19,96,3,0,0,1,2,Sentinel-1
2017-04-23 17:18:43,3616297,377780,2017-04-23T17:18:43,97,1,0,0,2,2,Sentinel-1 Sentinel-2
2017-04-24 05:56:23,3616298,377780,2017-04-24T05:56:23,92,7,0,0,1,2,Sentinel-1
2017-04-25 17:02:44,3616299,377780,2017-04-25T17:02:44,95,4,0,0,1,2,Sentinel-1 Sentinel-2
2017-04-26 16:55:09,3616300,377780,2017-04-26T16:55:09,0,88,0,10,2,0,Sentinel-1 Sentinel-2
2017-04-29 17:19:27,3616301,377780,2017-04-29T17:19:27,88,11,0,0,1,2,Sentinel-1 Sentinel-2
2017-04-30 17:10:34,3616302,377780,2017-04-30T17:10:34,89,10,0,0,1,2,Sentinel-1 Sentinel-2
2017-05-01 05:48:20,3616303,377780,2017-05-01T05:48:20,92,7,0,0,1,2,Sentinel-1
2017-05-05 17:18:44,3616304,377780,2017-05-05T17:18:44,99,0,0,0,1,2,Sentinel-1 Sentinel-2
2017-05-06 10:50:29,3616305,377780,2017-05-06T10:50:29,97,2,0,0,1,2,Sentinel-1 Sentinel-2
2017-05-07 05:47:22,3616306,377780,2017-05-07T05:47:22,98,0,0,0,2,2,Sentinel-1
